ID,SPECIES_NAME,TAXONOMIC_NAME,Level,submitted_name,valid_name_FishBase,Genus_FishBase,Family_FishBase,Class_FishBase,AphiaID,rls_EM,Comment
175,Aphareus furca,Aphareus furca,species,Aphareus furca,Aphareus furca,Aphareus,Lutjanidae,Actinopteri,218470,1,NA
176,Aphareus rutilans,Aphareus rutilans,species,Aphareus rutilans,Aphareus rutilans,Aphareus,Lutjanidae,Actinopteri,218468,1,NA
177,Aploactisoma milesii,Aploactisoma milesii,species,Aploactisoma milesii,Aploactisoma milesii,Aploactisoma,Aploactinidae,Actinopteri,279647,1,NA
178,Aplodactylus arctidens,Aplodactylus arctidens,species,Aplodactylus arctidens,Aplodactylus arctidens,Aplodactylus,Aplodactylidae,Actinopteri,279656,1,NA
179,Aplodactylus etheridgii,Aplodactylus etheridgii,species,Aplodactylus etheridgii,Aplodactylus etheridgii,Aplodactylus,Aplodactylidae,Actinopteri,279657,1,NA
180,Aplodactylus lophodon,Aplodactylus lophodon,species,Aplodactylus lophodon,Aplodactylus lophodon,Aplodactylus,Aplodactylidae,Actinopteri,313721,1,NA
181,Aplodactylus punctatus,Aplodactylus punctatus,species,Aplodactylus punctatus,Aplodactylus punctatus,Aplodactylus,Aplodactylidae,Actinopteri,279659,1,NA
182,Aplodactylus westralis,Aplodactylus westralis,species,Aplodactylus westralis,Aplodactylus westralis,Aplodactylus,Aplodactylidae,Actinopteri,279660,1,NA
183,Apogon apogonides,Apogon apogonides,species,Apogon apogonides,Ostorhinchus apogonoides,Ostorhinchus,Apogonidae,Actinopteri,712645,1,NA
184,Apogon apogonoides,Apogon apogonoides,species,Apogon apogonoides,Ostorhinchus apogonoides,Ostorhinchus,Apogonidae,Actinopteri,712645,1,NA
185,Apogon atradorsatus,Apogon atradorsatus,species,Apogon atradorsatus,Apogon atradorsatus,Apogon,Apogonidae,Actinopteri,272977,1,NA
186,Apogon atricaudus,Apogon atricaudus,species,Apogon atricaudus,Apogon atricaudus,Apogon,Apogonidae,Actinopteri,272978,1,NA
187,Apogon binotatus,Apogon binotatus,species,Apogon binotatus,Apogon binotatus,Apogon,Apogonidae,Actinopteri,272982,1,NA
188,Apogon capricornis,Apogon capricornis,species,Apogon capricornis,Ostorhinchus capricornis,Ostorhinchus,Apogonidae,Actinopteri,713302,1,NA
189,Apogon chrysotaenia,Apogon chrysotaenia,species,Apogon chrysotaenia,Ostorhinchus chrysotaenia,Ostorhinchus,Apogonidae,Actinopteri,712651,1,NA
190,Apogon doederleini,Apogon doederleini,species,Apogon doederleini,Ostorhinchus doederleini,Ostorhinchus,Apogonidae,Actinopteri,713303,1,NA
191,Apogon dovii,Apogon dovii,species,Apogon dovii,Apogon dovii,Apogon,Apogonidae,Actinopteri,273009,1,NA
192,Apogon fasciatus,Apogon fasciatus,species,Apogon fasciatus,Ostorhinchus fasciatus,Ostorhinchus,Apogonidae,Actinopteri,712656,1,NA
193,Apogon flavus,Apogon flavus,species,Apogon flavus,Ostorhinchus flavus,Ostorhinchus,Apogonidae,Actinopteri,713304,1,NA
194,Apogon imberbis,Apogon imberbis,species,Apogon imberbis,Apogon imberbis,Apogon,Apogonidae,Actinopteri,273021,1,NA
195,Apogon lachneri,Apogon lachneri,species,Apogon lachneri,Apogon lachneri,Apogon,Apogonidae,Actinopteri,273028,1,NA
196,Apogon limenus,Apogon limenus,species,Apogon limenus,Ostorhinchus limenus,Ostorhinchus,Apogonidae,Actinopteri,1011797,1,NA
197,Apogon maculatus,Apogon maculatus,species,Apogon maculatus,Apogon maculatus,Apogon,Apogonidae,Actinopteri,159589,1,NA
198,Apogon multilineatus,Apogon multilineatus,species,Apogon multilineatus,Ostorhinchus multilineatus,Ostorhinchus,Apogonidae,Actinopteri,712675,1,NA
199,Apogon notatus,Apogon notatus,species,Apogon notatus,Ostorhinchus notatus,Ostorhinchus,Apogonidae,Actinopteri,1023017,1,NA
200,Apogon pacificus,Apogon pacificus,species,Apogon pacificus,Apogon pacificus,Apogon,Apogonidae,Actinopteri,273065,1,NA
201,Apogon retrosella,Apogon retrosella,species,Apogon retrosella,Apogon retrosella,Apogon,Apogonidae,Actinopteri,273084,1,NA
202,Apogon schlegeli,Apogon schlegeli,species,Apogon schlegeli,Ostorhinchus schlegeli,Ostorhinchus,Apogonidae,Actinopteri,712686,1,NA
203,Apogon sp. (very small),Apogon spp.,genus,NA,NA,Apogon,Apogonidae,Actinopteri,NA,NA,NA
204,Apogon sp. [izu],Apogon sp. [izu],genus,NA,NA,Apogon,Apogonidae,Actinopteri,NA,NA,NA
205,Apogon spp.,Apogon spp.,genus,NA,NA,Apogon,Apogonidae,Actinopteri,NA,NA,NA
206,Apogon townsendi,Apogon townsendi,species,Apogon townsendi,Apogon townsendi,Apogon,Apogonidae,Actinopteri,273108,1,NA
207,Apogon urostigma,Apogon urostigma,species,Apogon urostigma,Ostorhinchus urostigmus,Ostorhinchus,Apogonidae,Actinopteri,1020380,1,NA
208,Apogon victoriae,Apogon victoriae,species,Apogon victoriae,Ostorhinchus victoriae,Ostorhinchus,Apogonidae,Actinopteri,1021290,1,NA
209,Apogonichthyoides pseudotaeniatus,Apogonichthyoides pseudotaeniatus,species,Apogonichthyoides pseudotaeniatus,Apogonichthyoides pseudotaeniatus,Apogonichthyoides,Apogonidae,Actinopteri,475091,1,NA
210,Apogonichthyoides timorensis,Apogonichthyoides timorensis,species,Apogonichthyoides timorensis,Apogonichthyoides timorensis,Apogonichthyoides,Apogonidae,Actinopteri,475093,1,NA
211,Apogonid spp.,Apogonid spp.,higher,NA,NA,NA,NA,NA,NA,NA,NA
212,Apolemichthys trimaculatus,Apolemichthys trimaculatus,species,Apolemichthys trimaculatus,Apolemichthys trimaculatus,Apolemichthys,Pomacanthidae,Actinopteri,211787,1,NA
213,Aprion virescens,Aprion virescens,species,Aprion virescens,Aprion virescens,Aprion,Lutjanidae,Actinopteri,212546,1,NA
214,Aptychotrema rostrata,Aptychotrema rostrata,species,Aptychotrema rostrata,Aptychotrema rostrata,Aptychotrema,Rhinobatidae,Elasmobranchii,279673,1,NA
215,Aracana aurita,Aracana aurita,species,Aracana aurita,Aracana aurita,Aracana,Aracanidae,Actinopteri,279676,1,NA
216,Aracana ornata,Aracana ornata,species,Aracana ornata,Aracana ornata,Aracana,Aracanidae,Actinopteri,279677,1,NA
217,Archamia bleekeri,Archamia bleekeri,species,Archamia bleekeri,Archamia bleekeri,Archamia,Apogonidae,Actinopteri,279046,1,NA
218,Archamia macroptera,Archamia macroptera,species,Archamia macroptera,Taeniamia macroptera,Taeniamia,Apogonidae,Actinopteri,1022618,1,NA
219,Arenigobius frenatus,Arenigobius frenatus,species,Arenigobius frenatus,Arenigobius frenatus,Arenigobius,Gobiidae,Actinopteri,313758,1,NA
220,Argyrosomus japonicus,Argyrosomus japonicus,species,Argyrosomus japonicus,Argyrosomus japonicus,Argyrosomus,Sciaenidae,Actinopteri,218633,1,NA
221,Arnoglossus bassensis,Arnoglossus bassensis,species,Arnoglossus bassensis,Arnoglossus bassensis,Arnoglossus,Bothidae,Actinopteri,274159,1,NA
222,Arothron caeruleopunctatus,Arothron caeruleopunctatus,species,Arothron caeruleopunctatus,Arothron caeruleopunctatus,Arothron,Tetraodontidae,Actinopteri,219922,1,NA
223,Arothron diadematus,Arothron diadematus,species,Arothron diadematus,Arothron diadematus,Arothron,Tetraodontidae,Actinopteri,219924,1,NA
224,Arothron hispidus,Arothron hispidus,species,Arothron hispidus,Arothron hispidus,Arothron,Tetraodontidae,Actinopteri,219925,1,NA
225,Arothron manilensis,Arothron manilensis,species,Arothron manilensis,Arothron manilensis,Arothron,Tetraodontidae,Actinopteri,275384,1,NA
226,Arothron mappa,Arothron mappa,species,Arothron mappa,Arothron mappa,Arothron,Tetraodontidae,Actinopteri,219930,1,NA
227,Arothron meleagris,Arothron meleagris,species,Arothron meleagris,Arothron meleagris,Arothron,Tetraodontidae,Actinopteri,219926,1,NA
228,Arothron nigropunctatus,Arothron nigropunctatus,species,Arothron nigropunctatus,Arothron nigropunctatus,Arothron,Tetraodontidae,Actinopteri,219921,1,NA
229,Arothron spp.,Arothron spp.,genus,NA,NA,Arothron,Tetraodontidae,Actinopteri,NA,NA,NA
230,Arothron stellatus,Arothron stellatus,species,Arothron stellatus,Arothron stellatus,Arothron,Tetraodontidae,Actinopteri,219928,1,NA
231,Arripis georgianus,Arripis georgianus,species,Arripis georgianus,Arripis georgiana,Arripis,Arripidae,Actinopteri,279692,1,NA
232,Arripis spp.,Arripis spp.,genus,NA,NA,Arripis,Arripidae,Actinopteri,NA,NA,NA
233,Arripis trutta,Arripis trutta,species,Arripis trutta,Arripis trutta,Arripis,Arripidae,Actinopteri,279693,1,NA
234,Arripis truttaceus,Arripis truttaceus,species,Arripis truttaceus,Arripis truttacea,Arripis,Arripidae,Actinopteri,279694,1,NA
235,Arripis xylabion,Arripis xylabion,species,Arripis xylabion,Arripis xylabion,Arripis,Arripidae,Actinopteri,279695,1,NA
236,Artedius harringtoni,Artedius harringtoni,species,Artedius harringtoni,Artedius harringtoni,Artedius,Cottidae,Actinopteri,279701,1,NA
237,Aseraggodes spp.,Aseraggodes spp.,genus,NA,NA,Aseraggodes,Soleidae,Actinopteri,NA,NA,NA
238,Aspasmogaster tasmaniensis,Aspasmogaster tasmaniensis,species,Aspasmogaster tasmaniensis,Aspasmogaster tasmaniensis,Aspasmogaster,Gobiesocidae,Actinopteri,279752,1,NA
239,Aspidontus dussumieri,Aspidontus dussumieri,species,Aspidontus dussumieri,Aspidontus dussumieri,Aspidontus,Blenniidae,Actinopteri,219243,1,NA
240,Aspidontus taeniatus,Aspidontus taeniatus,species,Aspidontus taeniatus,Aspidontus taeniatus,Aspidontus,Blenniidae,Actinopteri,219242,1,NA
241,Assessor flavissimus,Assessor flavissimus,species,Assessor flavissimus,Assessor flavissimus,Assessor,Plesiopidae,Actinopteri,279761,1,NA
242,Assessor macneilli,Assessor macneilli,species,Assessor macneilli,Assessor macneilli,Assessor,Plesiopidae,Actinopteri,279762,1,NA
243,Assessor randalli,Assessor randalli,species,Assessor randalli,Assessor randalli,Assessor,Plesiopidae,Actinopteri,279763,1,NA
244,Assiculus punctatus,Assiculus punctatus,species,Assiculus punctatus,Assiculus punctatus,Assiculus,Pseudochromidae,Actinopteri,279765,1,NA
245,Asterorhombus intermedius,Asterorhombus intermedius,species,Asterorhombus intermedius,Asterorhombus intermedius,Asterorhombus,Bothidae,Actinopteri,219792,1,NA
246,Asterropteryx atripes,Asterropteryx atripes,species,Asterropteryx atripes,Asterropteryx atripes,Asterropteryx,Gobiidae,Actinopteri,277494,1,NA
247,Asterropteryx semipunctata,Asterropteryx semipunctata,species,Asterropteryx semipunctata,Asterropteryx semipunctata,Asterropteryx,Gobiidae,Actinopteri,277497,1,NA
248,Asterropteryx spp.,Asterropteryx spp.,genus,NA,NA,Asterropteryx,Gobiidae,Actinopteri,NA,NA,NA
249,Asterropteryx striata,Asterropteryx striata,species,Asterropteryx striata,Asterropteryx striata,Asterropteryx,Gobiidae,Actinopteri,277499,1,NA
250,Asymbolus analis,Asymbolus analis,species,Asymbolus analis,Asymbolus analis,Asymbolus,Scyliorhinidae,Elasmobranchii,279779,1,NA
251,Atherina boyeri,Atherina boyeri,species,Atherina boyeri,Atherina boyeri,Atherina,Atherinidae,Actinopteri,272027,1,NA
252,Atherina hepsetus,Atherina hepsetus,species,Atherina hepsetus,Atherina hepsetus,Atherina,Atherinidae,Actinopteri,272028,1,NA
253,Atherina presbyter,Atherina presbyter,species,Atherina presbyter,Atherina presbyter,Atherina,Atherinidae,Actinopteri,272030,1,NA
254,Atherinid spp.,Atherinid spp.,higher,NA,NA,NA,NA,NA,NA,NA,NA
255,Atherinomorus spp.,Atherinomorus spp.,genus,NA,NA,Atherinomorus,Atherinidae,Actinopteri,NA,NA,NA
256,Atherinomorus vaigiensis,Atherinomorus vaigiensis,species,Atherinomorus vaigiensis,Atherinomorus vaigiensis,Atherinomorus,Atherinidae,Actinopteri,272039,1,NA
257,Atractoscion aequidens,Atractoscion aequidens,species,Atractoscion aequidens,Atractoscion aequidens,Atractoscion,Sciaenidae,Actinopteri,218634,1,NA
258,Atractoscion sp. (nobilis),Atractoscion spp.,genus,NA,NA,Atractoscion,Sciaenidae,Actinopteri,NA,NA,NA
259,Atrosalarias holomelas,Atrosalarias holomelas,species,Atrosalarias holomelas,Atrosalarias holomelas,Atrosalarias,Blenniidae,Actinopteri,712834,1,NA
260,Atule mate,Atule mate,species,Atule mate,Atule mate,Atule,Carangidae,Actinopteri,218384,1,NA
261,Atypichthys latus,Atypichthys latus,species,Atypichthys latus,Atypichthys latus,Atypichthys,Kyphosidae,Actinopteri,279826,1,NA
262,Atypichthys strigatus,Atypichthys strigatus,species,Atypichthys strigatus,Atypichthys strigatus,Atypichthys,Kyphosidae,Actinopteri,279827,1,NA
263,Auchenionchus variolosus,Auchenionchus variolosus,species,Auchenionchus variolosus,Auchenionchus variolosus,Auchenionchus,Labrisomidae,Actinopteri,279830,1,NA
264,Aulacocephalus temminckii,Aulacocephalus temminckii,species,Aulacocephalus temminckii,Aulacocephalus temminckii,Aulacocephalus,Serranidae,Actinopteri,277111,1,NA
265,Aulohalaelurus labiosus,Aulohalaelurus labiosus,species,Aulohalaelurus labiosus,Aulohalaelurus labiosus,Aulohalaelurus,Scyliorhinidae,Elasmobranchii,279835,1,NA
266,Aulorhynchus flavidus,Aulorhynchus flavidus,species,Aulorhynchus flavidus,Aulorhynchus flavidus,Aulorhynchus,Aulorhynchidae,Actinopteri,279839,1,NA
267,Aulostomus chinensis,Aulostomus chinensis,species,Aulostomus chinensis,Aulostomus chinensis,Aulostomus,Aulostomidae,Actinopteri,217964,1,NA
268,Aulostomus maculatus,Aulostomus maculatus,species,Aulostomus maculatus,Aulostomus maculatus,Aulostomus,Aulostomidae,Actinopteri,278080,1,NA
269,Aulostomus strigosus,Aulostomus strigosus,species,Aulostomus strigosus,Aulostomus strigosus,Aulostomus,Aulostomidae,Actinopteri,278081,1,NA
270,Austrolabrus maculatus,Austrolabrus maculatus,species,Austrolabrus maculatus,Austrolabrus maculatus,Austrolabrus,Labridae,Actinopteri,279842,1,NA
271,Auxis rochei,Auxis rochei rochei,species,Auxis rochei,Auxis rochei,Auxis,Scombridae,Actinopteri,127015,1,NA
272,Axoclinus lucillae,Axoclinus lucillae,species,Axoclinus lucillae,Axoclinus lucillae,Axoclinus,Tripterygiidae,Actinopteri,279847,1,NA
273,Axoclinus spp.,Axoclinus spp.,genus,NA,NA,Axoclinus,Tripterygiidae,Actinopteri,NA,NA,NA
274,Balistapus undulatus,Balistapus undulatus,species,Balistapus undulatus,Balistapus undulatus,Balistapus,Balistidae,Actinopteri,219874,1,NA
275,Balistes capriscus,Balistes capriscus,species,Balistes capriscus,Balistes capriscus,Balistes,Balistidae,Actinopteri,154721,1,NA
276,Balistes polylepis,Balistes polylepis,species,Balistes polylepis,Balistes polylepis,Balistes,Balistidae,Actinopteri,275234,1,NA
277,Balistes vetula,Balistes vetula,species,Balistes vetula,Balistes vetula,Balistes,Balistidae,Actinopteri,127397,1,NA
278,Balistid spp.,Balistid spp.,higher,NA,NA,NA,NA,NA,NA,NA,NA
279,Balistoides conspicillum,Balistoides conspicillum,species,Balistoides conspicillum,Balistoides conspicillum,Balistoides,Balistidae,Actinopteri,219876,1,NA
280,Balistoides viridescens,Balistoides viridescens,species,Balistoides viridescens,Balistoides viridescens,Balistoides,Balistidae,Actinopteri,219875,1,NA
281,Bathygobius krefftii,Bathygobius krefftii,species,Bathygobius krefftii,Bathygobius krefftii,Bathygobius,Gobiidae,Actinopteri,402795,1,NA
282,Bathystethus cultratus,Bathystethus cultratus,species,Bathystethus cultratus,Bathystethus cultratus,Bathystethus,Kyphosidae,Actinopteri,279876,1,NA
283,Bathytoshia brevicaudata,Bathytoshia brevicaudata,species,Bathytoshia brevicaudata,Bathytoshia brevicaudata,Bathytoshia,Dasyatidae,Elasmobranchii,316573,1,NA
284,Belone belone,Belone belone,species,Belone belone,Belone belone,Belone,Belonidae,Actinopteri,126375,1,NA
285,Belone spp.,Belone spp.,genus,NA,NA,Belone,Belonidae,Actinopteri,NA,NA,NA
286,Belonid spp.,Belonid spp.,higher,NA,NA,NA,NA,NA,NA,NA,NA
287,Belonoperca chabanaudi,Belonoperca chabanaudi,species,Belonoperca chabanaudi,Belonoperca chabanaudi,Belonoperca,Serranidae,Actinopteri,218173,1,NA
288,Blenniella chrysospilos,Blenniella chrysospilos,species,Blenniella chrysospilos,Blenniella chrysospilos,Blenniella,Blenniidae,Actinopteri,219248,1,NA
289,Blenniid spp.,Blenniid spp.,higher,NA,NA,NA,NA,NA,NA,NA,NA
290,Bodianus albotaeniatus,Bodianus albotaeniatus,species,Bodianus albotaeniatus,Bodianus albotaeniatus,Bodianus,Labridae,Actinopteri,712758,1,NA
291,Bodianus anthioides,Bodianus anthioides,species,Bodianus anthioides,Bodianus anthioides,Bodianus,Labridae,Actinopteri,218929,1,NA
292,Bodianus axillaris,Bodianus axillaris,species,Bodianus axillaris,Bodianus axillaris,Bodianus,Labridae,Actinopteri,218933,1,NA
293,Bodianus bilunulatus,Bodianus bilunulatus,species,Bodianus bilunulatus,Bodianus bilunulatus,Bodianus,Labridae,Actinopteri,218932,1,NA
294,Bodianus diana,Bodianus diana,species,Bodianus diana,Bodianus diana,Bodianus,Labridae,Actinopteri,218931,1,NA
295,Bodianus dictynna,Bodianus dictynna,species,Bodianus dictynna,Bodianus dictynna,Bodianus,Labridae,Actinopteri,398560,1,NA
296,Bodianus diplotaenia,Bodianus diplotaenia,species,Bodianus diplotaenia,Bodianus diplotaenia,Bodianus,Labridae,Actinopteri,273527,1,NA
297,Bodianus eclancheri,Bodianus eclancheri,species,Bodianus eclancheri,Bodianus eclancheri,Bodianus,Labridae,Actinopteri,273528,1,NA
298,Bodianus frenchii,Bodianus frenchii,species,Bodianus frenchii,Bodianus frenchii,Bodianus,Labridae,Actinopteri,273531,1,NA
299,Bodianus loxozonus,Bodianus loxozonus,species,Bodianus loxozonus,Bodianus loxozonus,Bodianus,Labridae,Actinopteri,273534,1,NA
300,Bodianus mesothorax,Bodianus mesothorax,species,Bodianus mesothorax,Bodianus mesothorax,Bodianus,Labridae,Actinopteri,273536,1,NA
301,Bodianus perditio,Bodianus perditio,species,Bodianus perditio,Bodianus perditio,Bodianus,Labridae,Actinopteri,218934,1,NA
302,Bodianus rufus,Bodianus rufus,species,Bodianus rufus,Bodianus rufus,Bodianus,Labridae,Actinopteri,273541,1,NA
303,Bodianus scrofa,Bodianus scrofa,species,Bodianus scrofa,Bodianus scrofa,Bodianus,Labridae,Actinopteri,126958,1,NA
304,Bodianus spp.,Bodianus spp.,genus,NA,NA,Bodianus,Labridae,Actinopteri,NA,NA,NA
305,Bodianus unimaculatus,Bodianus unimaculatus,species,Bodianus unimaculatus,Bodianus unimaculatus,Bodianus,Labridae,Actinopteri,273545,1,NA
306,Bolbometopon muricatum,Bolbometopon muricatum,species,Bolbometopon muricatum,Bolbometopon muricatum,Bolbometopon,Scaridae,Actinopteri,219074,1,NA
307,Boops boops,Boops boops,species,Boops boops,Boops boops,Boops,Sparidae,Actinopteri,127047,1,NA
308,Boopsoidea inornata,Boopsoidea inornata,species,Boopsoidea inornata,Boopsoidea inornata,Boopsoidea,Sparidae,Actinopteri,218593,1,NA
309,Boreogadus saida,Boreogadus saida,species,Boreogadus saida,Boreogadus saida,Boreogadus,Gadidae,Actinopteri,126433,1,NA
310,Bothragonus occidentalis,Bothragonus occidentalis,species,Bothragonus occidentalis,Bothragonus occidentalis,Bothragonus,Agonidae,Actinopteri,279946,1,NA
311,Bothus leopardinus,Bothus leopardinus,species,Bothus leopardinus,Bothus leopardinus,Bothus,Bothidae,Actinopteri,274186,1,NA
312,Bothus mancus,Bothus mancus,species,Bothus mancus,Bothus mancus,Bothus,Bothidae,Actinopteri,219796,1,NA
313,Bothus pantherinus,Bothus pantherinus,species,Bothus pantherinus,Bothus pantherinus,Bothus,Bothidae,Actinopteri,219795,1,NA
314,Bothus podas,Bothus podas,species,Bothus podas,Bothus podas,Bothus,Bothidae,Actinopteri,127129,1,NA
315,Bovichtus angustifrons,Bovichtus angustifrons,species,Bovichtus angustifrons,Bovichtus angustifrons,Bovichtus,Bovichtidae,Actinopteri,279372,1,NA
316,Bovichtus argentinus,Bovichtus argentinus,species,Bovichtus argentinus,Bovichtus argentinus,Bovichtus,Bovichtidae,Actinopteri,279373,1,NA
317,Bovichtus chilensis,Bovichtus chilensis,species,Bovichtus chilensis,Bovichtus chilensis,Bovichtus,Bovichtidae,Actinopteri,234684,1,NA
318,Brachaelurus waddi,Brachaelurus waddi,species,Brachaelurus waddi,Brachaelurus waddi,Brachaelurus,Brachaeluridae,Elasmobranchii,279950,1,NA
319,Brachaluteres jacksonianus,Brachaluteres jacksonianus,species,Brachaluteres jacksonianus,Brachaluteres jacksonianus,Brachaluteres,Monacanthidae,Actinopteri,279951,1,NA
320,Brachyistius frenatus,Brachyistius frenatus,species,Brachyistius frenatus,Brachyistius frenatus,Brachyistius,Embiotocidae,Actinopteri,240721,1,NA
321,Bryaninops amplus,Bryaninops amplus,species,Bryaninops amplus,Bryaninops amplus,Bryaninops,Gobiidae,Actinopteri,219392,1,NA
322,Bryaninops erythrops,Bryaninops erythrops,species,Bryaninops erythrops,Bryaninops erythrops,Bryaninops,Gobiidae,Actinopteri,219390,1,NA
323,Bryaninops loki,Bryaninops loki,species,Bryaninops loki,Bryaninops loki,Bryaninops,Gobiidae,Actinopteri,278861,1,NA
324,Bryaninops natans,Bryaninops natans,species,Bryaninops natans,Bryaninops natans,Bryaninops,Gobiidae,Actinopteri,219393,1,NA
325,Bryaninops nexus,Bryaninops nexus,species,Bryaninops nexus,Bryaninops nexus,Bryaninops,Gobiidae,Actinopteri,278862,1,NA
326,Bryaninops spp.,Bryaninops spp.,genus,NA,NA,Bryaninops,Gobiidae,Actinopteri,NA,NA,NA
