"Species","MaxLength","Trophic.Level","Water.column","Diel.Activity","Habitat","ThermalMP_5min_95max","Vulnerability","IUCN_status","Trophic_guild","Trophic_guild_name","Benthic","DP","RedList","LRFI","TopPred"
"Bodianus perditio",80,3.5,"Demersal","Day","rock",22.175,0.214231363636364,"NThr",6,"macroinvertivore",0,1,0,1,0
"Bodianus rufus",40,3.4,"Demersal","Day","coral",26.68,0.214231363636364,"NThr",6,"macroinvertivore",0,1,0,1,0
"Bodianus scrofa",43,3.5,"Demersal","Day","rock",21.70455,0.214231363636364,"Thr",6,"macroinvertivore",0,1,1,1,0
"Bolbometopon muricatum",130,2.7,"Demersal","Day","coral",27.58385,0.261976363636364,"Thr",2,"Herbivores Microvores Detritivores",0,1,1,1,0
"Boops boops",36,3,"pelagic site attached","Day","rock",18.99275,0.213424545454545,"NThr",7,"crustacivore",0,1,0,1,0
"Bothus leopardinus",15,3.7,"benthic","Day","coral",28.19575,0.251682727272727,"NThr",7,"crustacivore",1,0,0,0,0
"Bothus mancus",45,4.4,"benthic","Day","coral",25.038,0.260064545454545,"NThr",4,"piscivore",1,0,0,1,0
"Bothus pantherinus",39,3.5,"benthic","Day","coral",27.482875,0.251682727272727,"NThr",4,"piscivore",1,0,0,1,0
"Bothus podas",45,3.4,"benthic","Day","sand",21.3321,0.251682727272727,"NThr",4,"piscivore",1,0,0,1,0
"Bryaninops amplus",4.6,3.2,"benthic","Day","coral",26.538125,0.229279090909091,"NThr",5,"microinvertivore",1,0,0,0,0
"Bryaninops erythrops",2.3,3,"benthic","Day","coral",28.068875,0.229279090909091,"NThr",NA,NA,1,0,0,0,0
"Bryaninops loki",4.5,3.2,"benthic","Day","coral",NA,0.229279090909091,"NThr",5,"microinvertivore",1,0,0,0,0
"Bryaninops natans",2.5,3,"benthic","Day","coral",26.5759,0.229279090909091,"NThr",NA,NA,1,0,0,0,0
"Bryaninops nexus",2.3,3.1,"benthic","Day","coral",28.064,0.229279090909091,NA,NA,NA,1,0,NA,0,0
"Bryaninops yongei",3.133333333,3.087137681,"benthic","Day","Coral",27.729125,0.229279090909091,"NThr",5,"microinvertivore",1,0,0,0,0
"Caesio caerulaurea",35,3.4,"pelagic site attached","Day","coral",26.16675,NA,"NThr",NA,NA,0,1,0,1,0
"Caesio cuning",60,3.4,"pelagic site attached","Day","coral",25.8995,NA,"NThr",NA,NA,0,1,0,1,NA
"Caesio lunaris",40,3.4,"pelagic site attached","Day","coral",27.199,NA,"NThr",NA,NA,0,1,0,1,0
"Caesio striata",25,3.4,"pelagic site attached","Day","coral",26.5035,NA,"NThr",NA,NA,0,1,0,1,0
"Caesio suevica",35,3.4,"pelagic site attached","Day","coral",26.67915,NA,"NThr",NA,NA,0,1,0,1,0
"Caesio teres",40,3.4,"pelagic site attached","Day","coral",26.549125,NA,"NThr",NA,NA,0,1,0,1,0
"Caesio varilineata",40,3.4,"pelagic site attached","Day","coral",28.121,NA,"NThr",NA,NA,0,1,0,1,0
"Caesio xanthonota",40,3.4,"pelagic site attached","Day","coral",28.056225,NA,"NThr",NA,NA,0,1,0,1,0
"Calamus bajonado",76,3.2,"Demersal","Day","coral",27.0907,0.213424545454545,"NThr",6,"macroinvertivore",0,1,0,1,0
"Calamus brachysomus",61,3.5,"Demersal","Day","coral",22.7478,0.213424545454545,"NThr",6,"macroinvertivore",0,1,0,1,0
"Calamus calamus",56,3.3,"Demersal","Day","coral",26.58,0.213424545454545,"NThr",6,"macroinvertivore",0,1,0,1,0
"Calamus pennatula",37,3.5,"Demersal","Day","coral",27.322325,0.213424545454545,"NThr",2,"Herbivores Microvores Detritivores",0,1,0,1,0
"Calamus taurinus",40,3.3,"Demersal","Day","coral",23.4715,0.213424545454545,"NThr",7,"crustacivore",0,1,0,1,0
"Calloplesiops altivelis",20,4,"Demersal","Night","coral",26.982325,NA,"NThr",7,"crustacivore",0,1,0,1,0
"Calotomus carolinus",54,2,"Demersal","Day","coral",26.607225,0.261976363636364,"NThr",2,"Herbivores Microvores Detritivores",0,1,0,1,0
"Calotomus spinidens",30,2,"Demersal","Day","coral",26.340625,0.261976363636364,"NThr",2,"Herbivores Microvores Detritivores",0,1,0,1,0
"Calotomus viridescens",21,2,"Demersal","Day","coral",26.152,0.261976363636364,"NThr",2,"Herbivores Microvores Detritivores",0,1,0,1,0
"Cantherhines dumerilii",38,3.1,"Demersal","Day","coral",24.961375,0.222886818181818,"NThr",3,"corallivore",0,1,0,1,0
"Cantherhines fronticinctus",25,3.5,"Demersal","Day","coral",23.8083,0.222886818181818,"NThr",3,"corallivore",0,1,0,1,0
"Cantherhines longicaudus",13.2,3,"Demersal","Day","coral",25.694,0.222886818181818,NA,1,"sessile invertivores",0,1,NA,0,0
"Cantherhines macrocerus",46,3,"Demersal","Day","coral",27.543475,0.222886818181818,"NThr",1,"sessile invertivores",0,1,0,1,0
"Cantherhines pardalis",25,3.5,"Demersal","Day","coral",25.1501,0.222886818181818,"NThr",1,"sessile invertivores",0,1,0,1,0
"Cantherhines pullus",20,2.6,"Demersal","Day","coral",27.8667,0.222886818181818,"NThr",1,"sessile invertivores",0,1,0,1,0
"Cantherhines sandwichiensis",19.3,2.7,"Demersal","Day","coral",25.653,0.222886818181818,"NThr",1,"sessile invertivores",0,1,0,0,0
"Cantheschenia grandisquamis",26,2.9,"Demersal","Day","coral",23.28825,0.222886818181818,NA,3,"corallivore",0,1,NA,1,0
"Canthidermis maculata",50,3.5,"Demersal","Day","coral",27.727925,0.248680454545455,"NThr",8,"planktivore",0,1,0,1,0
"Canthidermis sufflamen",65,3.2,"Demersal","Day","coral",24.77975,0.248680454545455,"NThr",8,"planktivore",0,1,0,1,0
"Canthigaster amboinensis",15,2.9,"Demersal","Day","coral",26.3154,NA,"NThr",1,"sessile invertivores",0,1,0,0,0
"Canthigaster axiologus",10.1,2.9,"Demersal","Day","coral",NA,NA,NA,1,"sessile invertivores",0,1,NA,0,0
"Canthigaster bennetti",10,2.5,"Demersal","Day","coral",23.6006,NA,"NThr",1,"sessile invertivores",0,1,0,0,0
"Canthigaster callisterna",23,3,"Demersal","Day","coral",20.454,NA,"NThr",1,"sessile invertivores",0,1,0,1,0
"Canthigaster capistrata",22,3,"Demersal","Day","rock",21.60175,NA,"NThr",1,"sessile invertivores",0,1,0,1,0
"Canthigaster compressa",12,3,"Demersal","Day","coral",NA,NA,"NThr",2,"Herbivores Microvores Detritivores",0,1,0,0,0
"Canthigaster coronata",14,3.1,"Demersal","Day","coral",25.13245,NA,"NThr",1,"sessile invertivores",0,1,0,0,0
"Canthigaster epilampra",12.69230769,2.957118056,"Demersal","Day","Coral",27.0028,NA,"NThr",1,"sessile invertivores",0,1,0,0,0
"Canthigaster figueiredoi",12,3.1,"Demersal","Day","coral",26.3615,NA,"NThr",1,"sessile invertivores",0,1,0,0,0
"Canthigaster jactator",9,2.9,"Demersal","Day","coral",25.90825,NA,"NThr",1,"sessile invertivores",0,1,0,0,0
"Canthigaster janthinoptera",9,3.1,"Demersal","Day","coral",25.504675,NA,"NThr",1,"sessile invertivores",0,1,0,0,0
"Canthigaster papua",10,3,"Demersal","Day","coral",27.432,NA,"NThr",2,"Herbivores Microvores Detritivores",0,1,0,0,0
"Canthigaster punctatissima",9,3,"Demersal","Day","coral",26.8599,NA,"NThr",1,"sessile invertivores",0,1,0,0,0
"Canthigaster rostrata",12,3,"Demersal","Day","coral",26.908,NA,"NThr",1,"sessile invertivores",0,1,0,0,0
"Canthigaster smithae",13,3,"Demersal","Day","coral",28.5849,NA,"NThr",1,"sessile invertivores",0,1,0,0,0
"Canthigaster valentini",11,2.8,"Demersal","Day","coral",25.134,NA,"NThr",1,"sessile invertivores",0,1,0,0,0
"Caracanthus maculatus",5,3.2,"benthic","Day","coral",26.30715,0.247280909090909,"NThr",7,"crustacivore",1,0,0,0,0
"Caracanthus typicus",2.9,3.1,"benthic","Day","coral",25.9475,0.247280909090909,"NThr",NA,NA,1,0,0,0,0
"Caracanthus unipinna",5,3.6,"benthic","Day","coral",27.0445,0.247280909090909,"NThr",7,"crustacivore",1,0,0,0,0
"Carangoides bajad",55,4.5,"pelagic non-site attached","Day","water column",27.0383,0.270051363636364,"NThr",4,"piscivore",0,1,0,1,1
"Carangoides ferdau",70,4.5,"pelagic non-site attached","Day","water column",26.9056,0.270051363636364,"NThr",4,"piscivore",0,1,0,1,1
"Carangoides fulvoguttatus",120,4.4,"pelagic non-site attached","Day","water column",26.149875,0.270051363636364,"NThr",4,"piscivore",0,1,0,1,1
"Carangoides gymnostethus",90,4.1,"pelagic non-site attached","Day","water column",25.901,0.270051363636364,"NThr",4,"piscivore",0,1,0,1,1
"Carangoides orthogrammus",75,4.5,"pelagic non-site attached","Day","water column",24.3058,0.270051363636364,"NThr",4,"piscivore",0,1,0,1,1
"Carangoides plagiotaenia",50,4,"pelagic non-site attached","Day","water column",27.441125,0.270051363636364,"NThr",4,"piscivore",0,1,0,1,1
"Caranx caballus",55,4.1,"pelagic non-site attached","Day","water column",27.779125,0.270051363636364,"NThr",4,"piscivore",0,1,0,1,1
"Caranx caninus",101,3.9,"pelagic non-site attached","Day","water column",28.32075,0.270051363636364,"NThr",NA,NA,0,1,0,1,NA
"Caranx crysos",70,4.4,"pelagic non-site attached","Day","water column",18.29445,0.267472727272727,"NThr",4,"piscivore",0,1,0,1,1
"Caranx ignobilis",170,4.2,"pelagic non-site attached","Day","water column",24.05,0.270051363636364,"NThr",4,"piscivore",0,1,0,1,1
"Caranx latus",110,NA,"benthic","Day","coral",NA,0.270051363636364,"NThr",4,"piscivore",1,0,0,1,1
"Caranx lugubris",100,4.5,"pelagic non-site attached","Day","water column",25.195,0.270051363636364,"NThr",4,"piscivore",0,1,0,1,1
"Caranx melampygus",117,4.5,"pelagic non-site attached","Day","water column",27.324625,0.270051363636364,"NThr",4,"piscivore",0,1,0,1,1
"Caranx papuensis",88,4,"pelagic non-site attached","Day","water column",23.9427,0.270051363636364,"NThr",4,"piscivore",0,1,0,1,1
"Caranx sexfasciatus",120,4.5,"pelagic non-site attached","Day","water column",25.488225,0.263734545454545,"NThr",4,"piscivore",0,1,0,1,1
"Caulolatilus princeps",102,3.9,"Demersal","Night","sand",19.6015,NA,"NThr",NA,NA,0,1,0,1,NA
"Centrogenys vaigiensis",25,3.9,"benthic","Day","rock",26.0786,NA,NA,NA,NA,1,0,NA,1,0
"Centrolabrus trutta",18,3.5,"Demersal","Day","rock",21.5825,NA,NA,NA,NA,0,1,NA,0,0
"Centropogon australis",15,3.2,"benthic","Day","rock",20.834,0.247280909090909,NA,NA,NA,1,0,NA,0,0
"Centropyge acanthops",8,2.9,"Demersal","Day","coral",29.1543,NA,"NThr",2,"Herbivores Microvores Detritivores",0,1,0,0,0
"Centropyge argi",8,2,"Demersal","Day","coral",26.75455,NA,"NThr",2,"Herbivores Microvores Detritivores",0,1,0,0,0
"Centropyge bicolor",11,2.7,"Demersal","Day","coral",27.6745,NA,"NThr",1,"sessile invertivores",0,1,0,0,0
"Centropyge bispinosa",10,2.8,"Demersal","Day","coral",26.382,NA,"NThr",1,"sessile invertivores",0,1,0,0,0
"Centropyge eibli",15,2.7,"Demersal","Day","coral",28.182,NA,"NThr",1,"sessile invertivores",0,1,0,0,0
"Centropyge ferrugata",10,2.8,"Demersal","Day","coral",25.469475,NA,"NThr",1,"sessile invertivores",0,1,0,0,0
"Centropyge fisheri",6,2.9,"Demersal","Day","coral",28.28,NA,"NThr",1,"sessile invertivores",0,1,0,0,0
"Centropyge flavissima",14,2.8,"Demersal","Day","coral",26.215,NA,"NThr",1,"sessile invertivores",0,1,0,0,0
"Centropyge heraldi",10,2.8,"Demersal","Day","coral",25.908875,NA,"NThr",1,"sessile invertivores",0,1,0,0,0
"Centropyge hotumatua",8,2.8,"Demersal","Day","coral",24.458,NA,"NThr",1,"sessile invertivores",0,1,0,0,0
"Centropyge joculator",9,2.8,"Demersal","Day","coral",28.023,NA,"NThr",1,"sessile invertivores",0,1,0,0,0
"Centropyge multispinis",14,2.8,"Demersal","Day","coral",27.2395,NA,"NThr",1,"sessile invertivores",0,1,0,0,0
"Centropyge nox",10,2.8,"Demersal","Day","coral",29.87895,NA,"NThr",1,"sessile invertivores",0,1,0,0,0
"Centropyge tibicen",19,2.8,"Demersal","Day","coral",25.134,NA,"NThr",1,"sessile invertivores",0,1,0,0,0
"Centropyge vrolikii",12,2.8,"Demersal","Day","Coral",26.7251,NA,"NThr",1,"sessile invertivores",0,1,0,0,0
"Cephalopholis argus",60,4.5,"Demersal","Day","coral",26.817,0.247280909090909,"NThr",4,"piscivore",0,1,0,1,1
"Cephalopholis boenak",30,4.2,"Demersal","Day","coral",25.87575,0.247280909090909,"NThr",4,"piscivore",0,1,0,1,0
"Cephalopholis cruentata",42.6,4.2,"Demersal","Day","coral",26.862,0.247280909090909,"NThr",4,"piscivore",0,1,0,1,0
"Cephalopholis cyanostigma",40,4.2,"Demersal","Day","coral",26.948,0.392380909090909,"NThr",4,"piscivore",0,1,0,1,0
"Cephalopholis formosa",34,4.1,"Demersal","Day","coral",29.2076,0.247280909090909,"NThr",4,"piscivore",0,1,0,1,0
"Cephalopholis fulva",41,4.1,"Demersal","Day","coral",27.8875,0.247280909090909,"NThr",4,"piscivore",0,1,0,1,0
"Cephalopholis hemistiktos",35,4.1,"Demersal","Day","coral",26.109225,0.247280909090909,"NThr",4,"piscivore",0,1,0,1,0
"Cephalopholis leopardus",24,4,"Demersal","Day","coral",28.64085,0.247280909090909,"NThr",7,"crustacivore",0,1,0,1,0
"Cephalopholis microprion",25,4,"Demersal","Day","coral",27.5295,0.247280909090909,"NThr",7,"crustacivore",0,1,0,1,0
"Cephalopholis miniata",45,4.4,"Demersal","Day","coral",25.22335,0.247280909090909,"NThr",4,"piscivore",0,1,0,1,0
"Cephalopholis panamensis",31,4.1,"Demersal","Day","rock",26.5271,0.247280909090909,"NThr",4,"piscivore",0,1,0,1,0
"Cephalopholis sexmaculata",50,4.5,"Demersal","Day","coral",26.9505,0.247280909090909,"NThr",4,"piscivore",0,1,0,1,1
"Cephalopholis sonnerati",57,3.8,"Demersal","Day","coral",26.2539,0.247280909090909,"NThr",4,"piscivore",0,1,0,1,1
"Cephalopholis spiloparaea",30,4.1,"Demersal","Day","coral",26.880275,0.247280909090909,"NThr",4,"piscivore",0,1,0,1,0
"Cephalopholis urodeta",28,4,"Demersal","Day","coral",27.3095,0.247280909090909,"NThr",7,"crustacivore",0,1,0,1,0
"Cetoscarus bicolor",90,2,"Demersal","Day","coral",27.3535,0.265395909090909,"NThr",2,"Herbivores Microvores Detritivores",0,1,0,1,0
"Cetoscarus ocellatus",90,2,"Demersal","Day","coral",NA,0.265395909090909,"NThr",2,"Herbivores Microvores Detritivores",0,1,0,1,0
"Chaetodermis penicilligerus",31,2.8,"Demersal","Day","rock",23.4529,0.222886818181818,"NThr",1,"sessile invertivores",0,1,0,1,0
"Chaetodipterus faber",91,4.5,"Demersal","Day","coral",20.046375,NA,"NThr",1,"sessile invertivores",0,1,0,1,0
"Chaetodipterus zonatus",65,3.3,"Demersal","Day","coral",27.8065,NA,"NThr",NA,NA,0,1,0,1,NA
"Chaetodon adiergastos",20,3.5,"Demersal","Day","coral",27.0553,0.22023,"NThr",3,"corallivore",0,1,0,1,0
"Chaetodon andamanensis",15,3.3,"Demersal","Day","coral",29.677625,0.22023,NA,3,"corallivore",0,1,NA,0,0
"Chaetodon argentatus",20,2.6,"Demersal","Day","coral",26.3369,0.22023,"NThr",3,"corallivore",0,1,0,1,0
"Chaetodon assarius",13,2.7,"Demersal","Day","coral",23.3255,0.22023,"NThr",3,"corallivore",0,1,0,0,0
"Chaetodon aureofasciatus",12.5,3.3,"Demersal","Day","coral",25.844,0.22023,"NThr",3,"corallivore",0,1,0,0,0
"Chaetodon auriga",23,3.2,"Demersal","Day","coral",25.135,0.217837727272727,"NThr",3,"corallivore",0,1,0,1,0
"Chaetodon auripes",20,3.3,"Demersal","Day","rock",23.2895,0.22023,"NThr",3,"corallivore",0,1,0,1,0
"Chaetodon austriacus",13,3.3,"Demersal","Day","coral",26.139,0.22023,"NThr",3,"corallivore",0,1,0,0,0
"Chaetodon baronessa",16,3.3,"Demersal","Day","coral",27.3989,0.22023,"NThr",3,"corallivore",0,1,0,0,0
"Chaetodon bennetti",20,3.3,"Demersal","Day","coral",24.9297,0.22023,NA,3,"corallivore",0,1,NA,1,0
"Chaetodon capistratus",7.5,3,"Demersal","Day","coral",26.84,0.22023,"NThr",3,"corallivore",0,1,0,0,0
"Chaetodon citrinellus",13,3.1,"Demersal","Day","coral",24.856,0.22023,"NThr",3,"corallivore",0,1,0,0,0
"Chaetodon collare",18,3.4,"Demersal","Day","coral",29.66445,0.22023,"NThr",3,"corallivore",0,1,0,0,0
"Chaetodon decussatus",20,2.6,"Demersal","Day","coral",29.0705,0.22023,"NThr",3,"corallivore",0,1,0,1,0
"Chaetodon dolosus",15,2.8,"Demersal","Day","coral",27.573,0.22023,"NThr",5,"microinvertivore",0,1,0,0,0
"Chaetodon ephippium",30,3.1,"Demersal","Day","coral",27.087025,0.22023,"NThr",3,"corallivore",0,1,0,1,0
"Chaetodon falcula",20,3.5,"Demersal","Day","coral",29.005625,0.22023,"NThr",3,"corallivore",0,1,0,1,0
"Chaetodon fasciatus",22,3.3,"Demersal","Day","coral",26.16655,0.22023,"NThr",3,"corallivore",0,1,0,1,0
"Chaetodon flavirostris",20,3,"Demersal","Day","coral",23.4959,0.22023,"NThr",3,"corallivore",0,1,0,1,0
"Chaetodon guentheri",22,2.8,"Demersal","Day","coral",21.0904,0.22023,"NThr",3,"corallivore",0,1,0,1,0
"Chaetodon guttatissimus",12,3.1,"Demersal","Day","coral",29.227,0.22023,"NThr",3,"corallivore",0,1,0,0,0
"Chaetodon humeralis",25.4,2.7,"Demersal","Day","coral",26.60895,0.22023,"NThr",3,"corallivore",0,1,0,1,0
"Chaetodon interruptus",20,3.3,"Demersal","Day","coral",26.0625,0.22023,"NThr",3,"corallivore",0,1,0,1,0
"Chaetodon kleinii",15,3.1,"Demersal","Day","coral",25.684,0.22023,"NThr",8,"planktivore",0,1,0,0,0
"Chaetodon lineolatus",30,3.3,"Demersal","Day","coral",25.27505,0.22023,"NThr",3,"corallivore",0,1,0,1,0
"Chaetodon lunula",20,3.4,"Demersal","Day","coral",26.3535,0.22023,"NThr",5,"microinvertivore",0,1,0,1,0
"Chaetodon lunulatus",14,3.3,"Demersal","Day","coral",25.5535,0.22023,"NThr",3,"corallivore",0,1,0,0,0
"Chaetodon madagaskariensis",13,3.1,"Demersal","Day","coral",28.6082,0.22023,"NThr",3,"corallivore",0,1,0,0,0
"Chaetodon melannotus",18,3.3,"Demersal","Day","coral",24.94575,0.22023,"NThr",3,"corallivore",0,1,0,0,0
"Chaetodon mertensii",12.5,3,"Demersal","Day","coral",24.3,0.22023,"NThr",3,"corallivore",0,1,0,0,0
"Chaetodon meyeri",20,3.3,"Demersal","Day","coral",28.331,0.22023,"NThr",3,"corallivore",0,1,0,1,0
"Chaetodon miliaris",13,3,"Demersal","Day","coral",25.5933,0.22023,"NThr",8,"planktivore",0,1,0,0,0
"Chaetodon multicinctus",12,3.3,"Demersal","Day","coral",25.89235,0.22023,"NThr",3,"corallivore",0,1,0,0,0
"Chaetodon ocellatus",20,3.2,"Demersal","Day","coral",25.0595,0.22023,"NThr",3,"corallivore",0,1,0,1,0
"Chaetodon ocellicaudus",15,3.3,"Demersal","Day","coral",29.5206,0.22023,NA,3,"corallivore",0,1,NA,0,0
"Chaetodon octofasciatus",12,2.6,"Demersal","Day","coral",29.714,0.22023,"NThr",3,"corallivore",0,1,0,0,0
"Chaetodon ornatissimus",20,3.3,"Demersal","Day","coral",27.05525,0.22023,"NThr",3,"corallivore",0,1,0,1,0
"Chaetodon oxycephalus",25,3.5,"Demersal","Day","coral",29.0205,0.22023,"NThr",3,"corallivore",0,1,0,1,0
"Chaetodon paucifasciatus",14,3.2,"Demersal","Day","coral",25.9353,0.22023,"NThr",3,"corallivore",0,1,0,0,0
"Chaetodon pelewensis",12.5,2.9,"Demersal","Day","coral",24.551,0.22023,"NThr",3,"corallivore",0,1,0,0,0
"Chaetodon plebeius",15,3.3,"Demersal","Day","coral",24.6435,0.22023,"NThr",3,"corallivore",0,1,0,0,0
"Chaetodon punctatofasciatus",12,3.3,"Demersal","Day","coral",26.3295,0.22023,"NThr",3,"corallivore",0,1,0,0,0
"Chaetodon quadrimaculatus",16,3.3,"Demersal","Day","coral",26.7557,0.22023,"NThr",3,"corallivore",0,1,0,0,0
"Chaetodon rafflesii",18,3.3,"Demersal","Day","coral",27.59875,0.22023,"NThr",3,"corallivore",0,1,0,0,0
"Chaetodon rainfordi",15,2.8,"Demersal","Day","coral",25.0435,0.22023,"NThr",3,"corallivore",0,1,0,0,0
"Chaetodon reticulatus",18,2.6,"Demersal","Day","coral",26.516025,0.22023,NA,3,"corallivore",0,1,NA,0,0
"Chaetodon sedentarius",15,2.8,"Demersal","Day","coral",26.6262,0.22023,"NThr",5,"microinvertivore",0,1,0,0,0
"Chaetodon semeion",26,2.7,"Demersal","Day","coral",28.3004,0.22023,"NThr",3,"corallivore",0,1,0,1,0
"Chaetodon semilarvatus",23,3.5,"Demersal","Day","coral",26.4627,0.22023,"NThr",3,"corallivore",0,1,0,1,0
"Chaetodon speculum",18,3.6,"Demersal","Day","coral",24.9145,0.22023,"NThr",3,"corallivore",0,1,0,0,0
"Chaetodon striatus",16,3.2,"Demersal","Day","coral",26.806,0.22023,"NThr",3,"corallivore",0,1,0,0,0
"Chaetodon triangulum",16,3.3,"Demersal","Day","coral",29.4371,0.221425909090909,"NThr",3,"corallivore",0,1,0,0,0
"Chaetodon trichrous",12,3.2,"Demersal","Day","coral",28.134,0.22023,"NThr",8,"planktivore",0,1,0,0,0
"Chaetodon tricinctus",15,3.3,"Demersal","Day","coral",22.105,0.22023,"NThr",3,"corallivore",0,1,0,0,0
"Chaetodon trifascialis",18,3.3,"Demersal","Day","coral",25.148,0.221425909090909,"NThr",3,"corallivore",0,1,0,0,0
"Chaetodon trifasciatus",15,3.3,"Demersal","Day","coral",26.4856,0.22023,"NThr",3,"corallivore",0,1,0,0,0
"Chaetodon ulietensis",15,3.3,"Demersal","Day","coral",27.1274,0.22023,"NThr",3,"corallivore",0,1,0,0,0
"Chaetodon unimaculatus",20,3.1,"Demersal","Day","coral",25.237275,0.22023,"NThr",3,"corallivore",0,1,0,1,0
"Chaetodon vagabundus",23,3.3,"Demersal","Day","coral",25.5726,0.22023,"NThr",3,"corallivore",0,1,0,1,0
"Chaetodon wiebeli",19,NA,"benthic","Day","coral",NA,0.22023,"NThr",3,"corallivore",1,0,0,0,0
"Chaetodon xanthocephalus",20,3,"Demersal","Day","coral",28.3142,0.22023,"NThr",3,"corallivore",0,1,0,1,0
"Chaetodon xanthurus",14,2.8,"Demersal","Day","coral",29.090425,0.22023,"NThr",3,"corallivore",0,1,0,0,0
"Chaetodon zanzibarensis",12,3.3,"Demersal","Day","coral",29.227,0.22023,"NThr",3,"corallivore",0,1,0,0,0
"Chaetodontoplus conspicillatus",25,2.6,"Demersal","Day","coral",22.2175,NA,"NThr",1,"sessile invertivores",0,1,0,1,0
"Chaetodontoplus duboulayi",28,2.7,"Demersal","Day","coral",26.2535,NA,"NThr",1,"sessile invertivores",0,1,0,1,0
"Chaetodontoplus meredithi",25,3,"Demersal","Day","coral",25.0319,NA,"NThr",1,"sessile invertivores",0,1,0,1,0
"Chaetodontoplus mesoleucus",18,2.7,"Demersal","Day","coral",27.588425,NA,"NThr",1,"sessile invertivores",0,1,0,0,0
"Chaetodontoplus personifer",35,2.7,"Demersal","Day","coral",26.1515,NA,"NThr",7,"crustacivore",0,1,0,1,0
"Chanos chanos",180,2,"pelagic non-site attached","Day","water column",26.0325,0.314716363636364,"NThr",NA,NA,0,1,0,1,NA
"Cheilinus abudjubbe",NA,NA,"benthic","Day","coral",24.786,0.214231363636364,"NThr",5,"microinvertivore",1,0,0,NA,0
